C	Clicks	Iterative	MAP@10	MAP@15	MAP@20	MAP@5	MAP@50	Model	NDCG	Precision@10	Precision@15	Precision@20	Precision@5	Precision@50	R-Precision	Recall@10	Recall@15	Recall@20	Recall@5	Recall@50	SampleFromAll
1.0	0.07196850393700788	False	0.5847399700037494	0.5538230771852819	0.5284959259545051	0.6251863517060368	0.42944716643573344	UCB	0.2892401462635809	0.5226771653543306	0.4751706036745407	0.4379527559055119	0.585511811023622	0.3105826771653543	0.2206855985519504	0.07637136797859162	0.10396431144960534	0.12711870328310612	0.04293888510213447	0.22368991558129192	False
2.0	0.11448818897637796	True	0.5217085989251343	0.4892665954634458	0.4626266894041144	0.5656482939632546	0.35931550456673217	UCB	0.2319743267111673	0.4522834645669292	0.40598425196850396	0.3681889763779528	0.5269291338582678	0.2406929133858268	0.16868001406520453	0.0643320075186483	0.0862330866951499	0.1041842149802442	0.037999588628123374	0.17051619652444489	True
2.0	0.07118110236220472	True	0.5885323709536308	0.5588918101437786	0.534916630767381	0.6283517060367454	0.4420221571793757	UCB	0.29981117435046056	0.5266141732283465	0.4843044619422572	0.4499212598425197	0.5851968503937007	0.3268031496062992	0.2317320976138089	0.07658809052145521	0.10524803512018363	0.1298773293192862	0.04280516741314469	0.23493442581139384	False
2.0	0.1390551181102362	False	0.4796208598925135	0.4456569837278499	0.419855113164601	0.5236325459317586	0.32892310033735106	UCB	0.21669564765623173	0.4074015748031496	0.3620997375328084	0.3311811023622047	0.4774803149606299	0.22850393700787405	0.1597060073459436	0.05816534306690675	0.07700582559221708	0.09399022246843396	0.03418656050118977	0.1617954630138438	True
2.0	0.08031496062992126	False	0.576742532183477	0.5478496021330667	0.5232039594121942	0.6099685039370079	0.4251859386788345	UCB	0.28712086941211024	0.5193700787401574	0.4724409448818898	0.4349606299212599	0.5801574803149606	0.308	0.21996352673501468	0.07649949679610138	0.10355388919374356	0.12688268571121195	0.04280167705254051	0.222912088452224	False
0.0	0.07622047244094488	True	0.5804733158355204	0.5528190753545085	0.5304600007267056	0.6188766404199475	0.4407944999295767	Greedy	0.3006900607477101	0.522992125984252	0.4825196850393701	0.4500787401574803	0.5788976377952756	0.3301732283464567	0.2343289702418377	0.07593827876499551	0.10477249669295978	0.1302023889199021	0.04234936492316372	0.2376264496096969	False
0.0	0.11338582677165356	False	0.518428133983252	0.4845433711811664	0.4568693138805672	0.5643149606299213	0.3487065629512621	Greedy	0.2239989491155389	0.4470866141732283	0.3975853018372703	0.35748031496062993	0.52	0.22995275590551184	0.1599722500153258	0.06351377142933043	0.08447998459680324	0.1008886217269428	0.03749215158732498	0.16218973788531071	True
0.0	0.07118110236220472	False	0.5971013623297088	0.567244887512604	0.5417753585072093	0.6300787401574803	0.43867648939745385	Greedy	0.29348531659471305	0.5414173228346456	0.4893438320209973	0.4501574803149607	0.6062992125984252	0.31492913385826776	0.22325546971893245	0.07890440638666364	0.106476526007622	0.12996822789141796	0.04443126292883275	0.22686903991143856	False
0.0	0.11858267716535432	True	0.5185061242344707	0.4868123532926682	0.4602349976565531	0.5568136482939632	0.3577380735279301	ThompsonSampling	0.2309298685351837	0.4538582677165355	0.4043044619422572	0.3646456692913386	0.5225196850393701	0.2401259842519685	0.16830775720920985	0.06463935825117494	0.08605359152330361	0.10316437216648797	0.03753782544043461	0.17050325212471093	True
0.0	0.07622047244094489	True	0.5782622172228472	0.5510876099694997	0.5283363253043082	0.6144566929133858	0.4380335902430701	ThompsonSampling	0.2986564506896039	0.5215748031496061	0.4789501312335958	0.4492125984251968	0.5801574803149606	0.3276850393700787	0.23183916515947475	0.07564520254154335	0.10369854311722833	0.12943314438471226	0.042374016746784655	0.23565821165797626	False
0.0	0.13653543307086613	False	0.4759465066866641	0.4439975521707805	0.4194766470325057	0.5168451443569553	0.3303963555683021	ThompsonSampling	0.21826207853881813	0.4077165354330709	0.3636745406824147	0.3349606299212598	0.4793700787401575	0.2313070866141732	0.16195381541265666	0.057978339250081175	0.07710978270393169	0.09476284983415297	0.03454696292444543	0.16422870545429027	True
0.0	0.07889763779527559	False	0.5762438445194351	0.5439354060928864	0.5187775772843177	0.6207979002624672	0.4228343209765113	ThompsonSampling	0.287022579113464	0.5078740157480315	0.4645669291338583	0.43	0.5798425196850393	0.3087244094488189	0.21985615512353526	0.07438770841325851	0.1019167323319774	0.12498356269128012	0.04255058660411155	0.22314231276831206	False
0.5	0.11496062992125985	True	0.5248624546931633	0.4908347450158474	0.4639265132716353	0.5679475065616798	0.3589089496984566	UCB	0.2311572237867807	0.4563779527559056	0.4046194225721785	0.3692125984251968	0.5329133858267717	0.23905511811023625	0.16724743502618214	0.06502397278191535	0.08600075608393744	0.10447477953813897	0.038315035055136816	0.16940002445434454	True
0.5	0.0737007874015748	True	0.5898980127484065	0.5601693669410205	0.5356654834886503	0.6296272965879265	0.4401316681714216	UCB	0.2997405774683332	0.5291338582677165	0.4838845144356955	0.4492913385826771	0.5911811023622047	0.32548031496063	0.2303260034322536	0.07728803558329035	0.1052658476330071	0.1299944914712744	0.043511531612779215	0.2344343116629981	False
0.5	0.11842519685039367	False	0.5028684539432571	0.4690250988439965	0.44204675935046056	0.5502887139107611	0.3425711821728213	UCB	0.22249130761752486	0.4303937007874016	0.38446194225721786	0.3480314960629921	0.4992125984251968	0.2307716535433071	0.16187303914679346	0.06121373568049024	0.08177669916613799	0.09834585964296123	0.0358051377900994	0.16374690193841876	True
0.5	0.07307086614173229	False	0.5919146981627296	0.5603884855302178	0.5344736440909986	0.6279737532808399	0.4326711280972325	UCB	0.2915752587447377	0.5311811023622047	0.4795800524934383	0.4411811023622047	0.5896062992125984	0.31266141732283464	0.22223911621966266	0.07755955126710623	0.10495689935674632	0.1284182148232446	0.04323434156590978	0.2256587104222773	False
1.0	0.11165354330708664	True	0.5240138732658418	0.4912896167699317	0.4646115001239358	0.567254593175853	0.3613756986670174	UCB	0.2341295475073657	0.4548031496062993	0.40965879265091865	0.3711811023622047	0.5231496062992127	0.24346456692913385	0.1704094176482894	0.06489454952165608	0.08713797307105976	0.10507160128044543	0.03772669986439898	0.17264712069010152	True
1.0	0.07858267716535433	True	0.5766717910261218	0.5496495898385663	0.5275437345565085	0.6111496062992126	0.4381329157709725	UCB	0.29896570494310576	0.5215748031496062	0.480209973753281	0.4481889763779528	0.5722834645669291	0.32771653543307083	0.2329088937595929	0.07586066754300094	0.10428928602486273	0.12938980552386234	0.04169936234057972	0.2361678072298869	False
1.0	0.11984251968503935	False	0.5005977377827772	0.4672869734523277	0.4401374890812526	0.5452020997375328	0.33998493469010244	UCB	0.22112019570962413	0.4313385826771653	0.3827821522309711	0.3441732283464567	0.5001574803149607	0.2293228346456693	0.16064396717746562	0.061371124220122676	0.08111709969451435	0.09735529459933978	0.03595156613605418	0.16255979531188847	True
1.0	0.0721259842519685	False	0.5915308086489188	0.5599599269205567	0.5332183301639678	0.6304251968503937	0.4315287028504454	UCB	0.2907077031330951	0.5294488188976377	0.476220472440945	0.4396062992125984	0.5899212598425198	0.31114960629921257	0.22118931083237708	0.07770187048514055	0.1042870982487018	0.1277989708625003	0.043551591141636564	0.22438651680081986	False
2.0	0.10566929133858267	True	0.5299861267341582	0.4956180827046968	0.4677596065341824	0.5742939632545931	0.3603035088881789	UCB	0.2326893598688293	0.4615748031496064	0.4056692913385827	0.3692913385826772	0.5319685039370079	0.24037795275590554	0.16804186903557056	0.06586386269379263	0.08614550494333924	0.10458525477192007	0.038409542123359335	0.1702402772521409	True
2.0	0.07448818897637795	True	0.5870359330083741	0.5586874108685133	0.5354663130492828	0.6244986876640419	0.4436452500147439	UCB	0.30155178033398505	0.5275590551181102	0.4867191601049868	0.4550393700787402	0.5877165354330709	0.3291653543307087	0.2339377498054364	0.07681192988469178	0.10578982557645664	0.13133922607775209	0.043085581155753984	0.2373751015286207	False
2.0	0.13622047244094487	False	0.48112592175978003	0.4466963205939584	0.42078606466558377	0.5312755905511811	0.33003930611107496	UCB	0.2179285075968624	0.4075590551181102	0.3623097112860893	0.3313385826771653	0.4784251968503937	0.2289133858267717	0.160156220309301	0.058212004167712085	0.07747253586414315	0.09420321029928866	0.03442192482287115	0.16243482286008545	True
2.0	0.07716535433070866	False	0.5882037245344333	0.5571755640102096	0.5307701704981025	0.6223622047244094	0.4304688240289021	UCB	0.29128966340638485	0.527244094488189	0.4739107611548557	0.4381102362204724	0.5921259842519685	0.3127874015748031	0.2226636774925916	0.0770278036010433	0.10359129651896444	0.12737231371038446	0.04353153755883479	0.2262144944501772	False
0.0	0.1122834645669291	True	0.5278341457317834	0.4941824812690954	0.46621390042212	0.5709133858267716	0.361678593231332	Greedy	0.2342721709607025	0.4585826771653544	0.4064041994750656	0.3685826771653544	0.5281889763779527	0.2431181102362205	0.17046822157572064	0.06516175492157518	0.08625147299765333	0.104230424477421	0.03802867244628416	0.17269221296450574	True
0.0	0.07118110236220472	True	0.5847100987376579	0.5568054642936533	0.5336666481607854	0.6275958005249344	0.4428629349126142	Greedy	0.30274795371122776	0.5237795275590551	0.4860892388451443	0.4522047244094488	0.5814173228346458	0.3314015748031496	0.23504553259193736	0.0759016098844323	0.10537824638448184	0.13060544869062282	0.042425210124360485	0.2385846287295651	False
0.0	0.11480314960629925	False	0.51303568303962	0.4816564744674982	0.4550875476087746	0.5543307086614173	0.34920826630906643	Greedy	0.22404641484244006	0.4466141732283465	0.4005249343832021	0.3598425196850394	0.5165354330708661	0.23067716535433075	0.1604309025555991	0.06370692573233024	0.08509075362058678	0.1015731891524526	0.037190365731136966	0.16303714159956775	True
0.0	0.07637795275590553	False	0.595517060367454	0.5640975629794528	0.5389443953750407	0.632251968503937	0.4390390487341291	Greedy	0.2934717670149901	0.5351181102362205	0.483254593175853	0.4508661417322836	0.5959055118110236	0.31483464566929137	0.22349200923067666	0.0777735502168026	0.10509969012621452	0.1302491219172893	0.04355371857330315	0.2265278156246381	False
0.0	0.11700787401574805	True	0.5250013748281465	0.4908936808306888	0.4632354470857768	0.5688398950131234	0.3590459382683506	ThompsonSampling	0.2318280417396055	0.4546456692913386	0.4041994750656168	0.3663779527559055	0.5234645669291338	0.23990551181102365	0.16775905210812495	0.06472636306734021	0.08596910449711916	0.1036134695682676	0.037705597857476174	0.1701915983061534	True
0.0	0.0678740157480315	True	0.5816562929633796	0.5534559992355268	0.5298754084664593	0.6201207349081365	0.4375452966613565	ThompsonSampling	0.2983983958119077	0.5218897637795276	0.47874015748031495	0.4462204724409449	0.5855118110236219	0.326015748031496	0.2311544603730242	0.07597896776073734	0.10396778850628928	0.12881315197221252	0.04278046450850267	0.2349990925426835	False
0.0	0.14283464566929133	False	0.47715123109611296	0.4460950522210365	0.42069871475267184	0.5202519685039371	0.3305883726554488	ThompsonSampling	0.2183013931031496	0.4116535433070866	0.3667191601049869	0.3307086614173229	0.4721259842519685	0.2314015748031496	0.16132365513365846	0.05844432182952927	0.0777673299477572	0.09344665766227983	0.033874460478095024	0.16414315904213542	True
0.0	0.07748031496062993	False	0.5743546431696037	0.5427654972615602	0.5172390662407971	0.6160157480314961	0.4194983874194752	ThompsonSampling	0.2840677280987633	0.5107086614173229	0.4615223097112862	0.42748031496063	0.575748031496063	0.3055748031496062	0.21716042201158428	0.07470470345612908	0.10082993356211813	0.1243996155664574	0.042159862928157966	0.22020467201599456	False
0.5	0.10960629921259844	True	0.525717597800275	0.4920484872374637	0.4649244366463626	0.5687296587926509	0.3603890788946553	UCB	0.2325758696404271	0.4584251968503937	0.4054593175853019	0.3691338582677166	0.5303937007874016	0.2404409448818897	0.1688704979490445	0.06546627724809588	0.08628305006225456	0.10442397813477924	0.038284387627235336	0.17094634895892524	True
0.5	0.07196850393700788	True	0.5895526184226972	0.5599917530704932	0.5354713056679823	0.6340367454068242	0.4413063832347259	UCB	0.3004501606689761	0.5266141732283465	0.4845144356955381	0.4496062992125984	0.5864566929133858	0.3266141732283465	0.2322051752814057	0.07634771115112465	0.10517441124388004	0.1300906924118698	0.04276376493346873	0.2354371285944689	False
0.5	0.12094488188976378	False	0.5030731158605174	0.4674335375910178	0.4398324712607031	0.5472598425196851	0.3406460507524532	UCB	0.22173502346930404	0.4307086614173229	0.3782677165354331	0.3425196850393701	0.5004724409448819	0.2302992125984252	0.1606622762280225	0.06135991037605824	0.08006938586550469	0.09670855122279386	0.035960347921485857	0.16327353458763086	True
0.5	0.06551181102362205	False	0.6035469941257343	0.5682824877076845	0.5400832995179551	0.6485984251968503	0.43466761661245296	UCB	0.2920626868908198	0.5321259842519684	0.4788451443569554	0.4407086614173229	0.6075590551181103	0.31058267716535426	0.22065573620522885	0.07738496792138247	0.10429326636986908	0.12784921794318918	0.04440443682478549	0.22424086301404866	False
1.0	0.11354330708661416	True	0.526551931008624	0.4929506154388044	0.4657435570193792	0.5712335958005249	0.3614018123513307	UCB	0.23391671770800165	0.4546456692913386	0.4067191601049869	0.3690551181102362	0.525984251968504	0.24239370078740155	0.1698587484111821	0.06469874732112098	0.08637382551940992	0.10445114790912516	0.03776872535507842	0.1719892156635334	True
1.0	0.06755905511811025	True	0.5906199225096863	0.5595560286898871	0.5352782744935332	0.6324776902887139	0.4428472391070642	UCB	0.3017899573442668	0.5240944881889763	0.4818897637795276	0.4520472440944881	0.5877165354330709	0.3289448818897638	0.23306517245290986	0.07636897245596559	0.104740152386304	0.1305656638403419	0.043056216193723865	0.236939090548323	False
1.0	0.1209448818897638	False	0.4955472440944882	0.4628473897056574	0.4363639804911075	0.5388083989501312	0.3389634063918797	UCB	0.2211390257839284	0.4272440944881889	0.37984251968503935	0.3433858267716536	0.495748031496063	0.23111811023622045	0.1614118521786641	0.06080568666160216	0.08095688311065988	0.0972579281165548	0.03564055929090846	0.16372267808047855	True
1.0	0.07732283464566929	False	0.5835063117110362	0.5537794430707816	0.5292230222349369	0.6236010498687664	0.4292093541066659	UCB	0.28813147178946164	0.5201574803149606	0.4786351706036746	0.4407874015748032	0.5820472440944883	0.3078425196850394	0.21914604716112066	0.0757036878822609	0.10431160035671252	0.1275452245331868	0.04262138128419735	0.22175830762142326	False
2.0	0.10897637795275593	True	0.5325619297587801	0.4970945613150338	0.4686456503254484	0.5790971128608924	0.3619625273174155	UCB	0.2347776660954884	0.4582677165354331	0.4073490813648295	0.3693700787401575	0.5351181102362205	0.242992125984252	0.1701954783301241	0.06534875259168975	0.08654393090144738	0.10418045991197124	0.03850745717282433	0.17236509882262366	True
2.0	0.07338582677165355	True	0.5848948881389826	0.5549222611742296	0.530434953737759	0.6300419947506561	0.4380699067513345	UCB	0.3001710445612445	0.5190551181102363	0.4784251968503936	0.4437795275590552	0.5760629921259842	0.32762204724409444	0.23232901819932625	0.07540836757064806	0.10390754904461118	0.12824201695174872	0.04226856040506812	0.2359165134595768	False
2.0	0.13133858267716536	False	0.4912143482064743	0.4550735761759384	0.4282126847931923	0.5378477690288713	0.3334286352318627	UCB	0.21939194308518475	0.4151181102362205	0.3654593175853018	0.3345669291338583	0.4881889763779528	0.2299212598425197	0.16088544261023385	0.05893435415673681	0.07758787539080968	0.09471242041621078	0.03474769746892195	0.16327911367066286	True
2.0	0.07118110236220472	False	0.5937550931133608	0.5597849554936168	0.5316943457830534	0.6362257217847769	0.4283161174236529	UCB	0.2887243628541773	0.5269291338582678	0.4721259842519685	0.4339370078740158	0.5930708661417323	0.30806299212598426	0.2191733013191285	0.07642559112965641	0.1028905973160309	0.1260095385652914	0.043055334499321835	0.2229048590773816	False
